time_hours,velocity,deformation,inverse_velocity,ttf,scenario_id
0.0,0.19558883776334665,0.0019558883776334664,5.11276620606516,9.49816047538945,0
0.01,0.19414625722833145,0.003897350949916781,5.150756003624219,9.488160475389451,0
0.02,0.19634530510894035,0.0058608040010061846,5.093068048890496,9.478160475389451,0
0.03,0.1933089038065661,0.007793893039071845,5.1730674599481805,9.468160475389451,0
0.04,0.1894368934190677,0.009688261973262523,5.278802782031609,9.458160475389452,0
0.05,0.19007727112346617,0.011589034684497184,5.261018290558487,9.44816047538945,0
0.06,0.18669597510515784,0.013455994435548763,5.35630186690818,9.43816047538945,0
0.07,0.18533621221348437,0.015309356557683607,5.395599640550136,9.42816047538945,0
0.08,0.18541051197876704,0.01716346167747128,5.393437455771217,9.41816047538945,0
0.09,0.1797728513838953,0.01896119019131023,5.562575173625931,9.408160475389451,0
0.1,0.17883616511746508,0.020749551842484882,5.591710151820631,9.398160475389451,0
0.11,0.17986163635019436,0.022548168205986825,5.559829323764069,9.388160475389451,0
0.12,0.17767424023684397,0.024324910608355264,5.628277901551606,9.378160475389452,0
0.13,0.17905542884512848,0.026115464896806547,5.584862779362787,9.36816047538945,0
0.14,0.17535112000584152,0.027868976096864964,5.7028435288390895,9.35816047538945,0
0.15,0.17309586008156921,0.029599934697680658,5.77714567828926,9.34816047538945,0
0.16,0.17761799419581198,0.031376114639638776,5.6300602004184706,9.33816047538945,0
0.17,0.1730141689784079,0.03310625632942286,5.779873439873006,9.328160475389451,0
0.18,0.1723924659499331,0.03483018098892219,5.80071753420143,9.318160475389451,0
0.19,0.16821213283749903,0.03651230231729718,5.94487438647513,9.308160475389451,0
0.2,0.1687894851689378,0.03820019716898656,5.924539665484028,9.298160475389452,0
0.21,0.16892899032261108,0.03988948707221267,5.919647054601204,9.28816047538945,0
0.22,0.1652461983431049,0.041541949055643713,6.0515764358080695,9.27816047538945,0
0.23,0.16715264175149944,0.04321347547315871,5.982555761737038,9.26816047538945,0
0.24,0.16406492375291526,0.04485412471068786,6.095148049475938,9.25816047538945,0
0.25,0.16355954088407368,0.046489720119528594,6.113981456506847,9.24816047538945,0
0.26,0.1618278921544297,0.048107999041072894,6.1794044690745675,9.238160475389451,0
0.27,0.1656357676650258,0.049764356717723154,6.03734334737624,9.228160475389451,0
0.28,0.16081553211619287,0.051372512038885085,6.21830482939594,9.218160475389451,0
0.29,0.15764971100069305,0.052949009148892015,6.343176867578297,9.208160475389452,0
0.3,0.16034400289697917,0.054552449177861805,6.236591215965207,9.19816047538945,0
0.31,0.15520206402068182,0.056104469818068624,6.44321328011941,9.18816047538945,0
0.32,0.15701726010651784,0.0576746424191338,6.368726592997591,9.17816047538945,0
0.33,0.15164680411645057,0.059191110460298305,6.594270191359215,9.16816047538945,0
0.34,0.15188710124681412,0.06070998147276645,6.583837546382664,9.158160475389451,0
0.35000000000000003,0.15392513117522083,0.06224923278451865,6.4966649199190805,9.148160475389451,0
0.36,0.1540067735993958,0.06378930052051261,6.49322089300573,9.138160475389451,0
0.37,0.1518813962541906,0.06530811448305451,6.584084849512363,9.128160475389452,0
0.38,0.15032646216437598,0.06681137910469827,6.6521887470919125,9.11816047538945,0
0.39,0.14898482354601555,0.06830122734015842,6.712093058868773,9.10816047538945,0
0.4,0.1456693268266878,0.0697579206084253,6.864863192439714,9.09816047538945,0
0.41000000000000003,0.14623598550879072,0.07122028046351321,6.83826211804677,9.08816047538945,0
0.42,0.14581355941839585,0.07267841605769718,6.858072760782218,9.078160475389451,0
0.43,0.14791800210439052,0.07415759607874108,6.760502344361491,9.068160475389451,0
0.44,0.14556957138051382,0.07561329179254621,6.869567523737737,9.058160475389451,0
0.45,0.14044438794830924,0.0770177356720293,7.120256028799466,9.048160475389452,0
0.46,0.14371622685283827,0.07845489794055768,6.958156513696775,9.03816047538945,0
0.47000000000000003,0.1414048441226129,0.07986894638178381,7.07189351400787,9.02816047538945,0
0.48,0.1399373765008831,0.08126832014679264,7.1460536491742035,9.01816047538945,0
0.49,0.14163995088684167,0.08268471965566106,7.0601549473772085,9.00816047538945,0
0.5,0.14161304608864758,0.08410085011654753,7.06149629303232,8.99816047538945,0
0.51,0.14055703286635005,0.08550642044521102,7.1145497283715375,8.988160475389451,0
0.52,0.1361683469149308,0.08686810391436033,7.343850627963748,8.978160475389451,0
0.53,0.13638945815613443,0.08823199849592167,7.331944957617113,8.968160475389451,0
0.54,0.13684021115027437,0.08960040060742441,7.307793459203494,8.958160475389452,0
0.55,0.13730718612013043,0.09097347246862572,7.282940013970553,8.94816047538945,0
0.56,0.13358467986886347,0.09230931926731435,7.485888359216592,8.93816047538945,0
0.5700000000000001,0.1333670753977441,0.0936429900212918,7.498102489071415,8.92816047538945,0
0.58,0.13072943348155855,0.09495028435610739,7.649386778235108,8.91816047538945,0
0.59,0.12976165878304805,0.09624790094393787,7.706436626799959,8.908160475389451,0
0.6,0.13299926514955493,0.09757789359543342,7.518838535502588,8.898160475389451,0
0.61,0.13331492314447257,0.09891104282687815,7.50103571613139,8.888160475389451,0
0.62,0.12969465665192825,0.10020798939339744,7.710417883165215,8.878160475389452,0
0.63,0.13108989770999105,0.10151888837049734,7.62835288965051,8.86816047538945,0
0.64,0.12905809804190418,0.10280946935091638,7.748448297101881,8.85816047538945,0
0.65,0.1263043383178365,0.10407251273409475,7.917384417022686,8.84816047538945,0
0.66,0.12758479817328083,0.10534836071582755,7.837924379061508,8.83816047538945,0
0.67,0.1292131069071827,0.10664049178489939,7.739152969352615,8.828160475389451,0
0.68,0.12534792738736972,0.10789397105877309,7.977794454547653,8.818160475389451,0
0.6900000000000001,0.12783885336771883,0.10917235959245028,7.822348008109674,8.808160475389451,0
0.7000000000000001,0.11876742616613738,0.11036003385411165,8.41981705153022,8.798160475389452,0
0.71,0.12495535905794511,0.1116095874446911,8.002858040976646,8.78816047538945,0
0.72,0.12279749763819103,0.11283756242107301,8.143488419824214,8.77816047538945,0
0.73,0.12134437523578467,0.11405100617343086,8.241008271350827,8.76816047538945,0
0.74,0.12145196088782968,0.11526552578230916,8.23370814838945,8.75816047538945,0
0.75,0.1166263406148728,0.11643178918845788,8.57439232619183,8.74816047538945,0
0.76,0.11950209099693476,0.11762681009842722,8.368054413588881,8.738160475389451,0
0.77,0.12000246172316667,0.11882683471565889,8.333162383842568,8.728160475389451,0
0.78,0.12159760095997267,0.12004281072525862,8.223846458362107,8.718160475389451,0
0.79,0.116965552947236,0.12121246625473098,8.549525691988197,8.708160475389452,0
0.8,0.11575202138305465,0.12236998646856152,8.639157986630146,8.69816047538945,0
0.81,0.11573897558843606,0.12352737622444589,8.640131769923096,8.68816047538945,0
0.8200000000000001,0.11795327278306846,0.12470690895227657,8.47793347658213,8.67816047538945,0
0.8300000000000001,0.11616638003417162,0.12586857275261829,8.608342617768058,8.66816047538945,0
0.84,0.113842130378389,0.12700699405640217,8.78409422483746,8.658160475389451,0
0.85,0.11532725632752928,0.12816026661967747,8.670977111950023,8.648160475389451,0
0.86,0.11390017962461077,0.12929926841592357,8.779617409698332,8.638160475389451,0
0.87,0.11505478532314826,0.13044981626915506,8.691511588947414,8.628160475389452,0
0.88,0.11113096375474797,0.13156112590670255,8.998392223133004,8.61816047538945,0
0.89,0.11130336073009738,0.13267415951400352,8.98445467810202,8.60816047538945,0
0.9,0.11060406163084703,0.133780200130312,9.04125929242642,8.59816047538945,0
0.91,0.10789675679008325,0.13485916769821282,9.268119170120503,8.58816047538945,0
0.92,0.11085739047051285,0.13596774160291794,9.020598408060053,8.578160475389451,0
0.93,0.11023441745328622,0.1370700857774508,9.07157694577347,8.568160475389451,0
0.9400000000000001,0.10917542448869189,0.13816184002233772,9.15957052315906,8.558160475389451,0
0.9500000000000001,0.10815458818369982,0.13924338590417473,9.24602475765066,8.548160475389452,0
0.96,0.10525720120131032,0.14029595791618785,9.500537622005012,8.53816047538945,0
0.97,0.10671638939644869,0.14136312181015234,9.370631874407081,8.52816047538945,0
0.98,0.10634748785279485,0.1424265966886803,9.403137019881374,8.51816047538945,0
0.99,0.10490904164200829,0.1434756871051004,9.532066868100854,8.50816047538945,0
1.0,0.1056770900574308,0.14453245800567469,9.462788949398062,8.49816047538945,0
1.01,0.10629915864079087,0.1455954495920826,9.407412182623462,8.488160475389451,0
1.02,0.10876009904178331,0.14668305058250042,9.19454844938879,8.478160475389451,0
1.03,0.10483877333606734,0.14773143831586108,9.538455746658125,8.468160475389451,0
1.04,0.10451177498215068,0.14877655606568257,9.56829984153257,8.458160475389452,0
1.05,0.10335995130064882,0.14981015557868907,9.674927159081612,8.44816047538945,0
1.06,0.09918852905181971,0.15080204086920726,10.08181096704805,8.43816047538945,0
1.07,0.10249527902801163,0.15182699365948737,9.756546930583049,8.42816047538945,0
1.08,0.10219595751324054,0.15284895323461978,9.785122859389421,8.41816047538945,0
1.09,0.10653407526099563,0.15391429398722972,9.386668045412893,8.408160475389451,0
1.1,0.1007598158205854,0.15492189214543559,9.924591384531873,8.398160475389451,0
1.11,0.10128938159107967,0.15593478596134638,9.872703182621343,8.388160475389451,0
1.12,0.10016336515807307,0.15693641961292712,9.983690128839495,8.37816047538945,0
1.1300000000000001,0.09744663775735052,0.15791088599050063,10.262026715483765,8.36816047538945,0
1.1400000000000001,0.10162549916119608,0.15892714098211258,9.840050068672456,8.35816047538945,0
1.1500000000000001,0.10040418558792719,0.15993118283799185,9.959744149553085,8.34816047538945,0
1.16,0.10004740792483742,0.16093165691724023,9.995261453962602,8.33816047538945,0
1.17,0.09621610486963438,0.16189381796593658,10.39327045461802,8.328160475389451,0
1.18,0.10041446860263543,0.16289796265196294,9.958724214906162,8.318160475389451,0
1.19,0.09438359620781875,0.16384179861404113,10.595061432053804,8.308160475389451,0
1.2,0.0979438032029879,0.164821236646071,10.209936384923775,8.298160475389452,0
1.21,0.10073811793180754,0.16582861782538907,9.926729032965735,8.28816047538945,0
1.22,0.09396753380131499,0.16676829316340222,10.641973451324162,8.27816047538945,0
1.23,0.09441164845954333,0.16771240964799766,10.591913353027762,8.26816047538945,0
1.24,0.0953433778616711,0.16866584342661436,10.488405408195728,8.25816047538945,0
1.25,0.09374110528719419,0.1696032544794863,10.667678783350214,8.24816047538945,0
